name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Murviedro Sericis Monastrell Cepas Viejas Alicante DOP,89.0,Spain,Valencia,Alicante DO,,2017.0,0.75,14.0,16,red,,dry,full,,True,False,90.0,Monastrell
Musar Jeune White,121.0,Lebanon,Bekaa Valley,,Gaston Hochar,2020.0,0.75,13.0,10,white,,dry,average,,True,True,,"Vermentino, Viognier, Chardonnay"
Mustiguillo Atance Bobal Valencia DOP,55.0,Spain,Valencia,Valencia DOP,,2020.0,0.75,13.0,15,red,,dry,light,,True,True,91.0,Bobal
Nat Cool Branco Vinho Verde DOC Niepoort 1L,87.0,Portugal,Minho - Vinho Verde,Vinho Verde DOC,Niepoort,2019.0,1.0,,12,white,,dry,,,False,False,,"Arinto, Loureiro"
Navarro López Don Aurelio Garnacha La Intuición Valdepeñas DO,39.0,Spain,Castile-La Mancha,Valdepeñas DO,,2021.0,0.75,13.5,16,red,,dry,average,,False,False,,Garnacha
Navarro López Don Aurelio Gran Reserva La Sabiduría Valdepeñas DO,75.0,Spain,Castile-La Mancha,Valdepeñas DO,,2014.0,0.75,13.5,16,red,,dry,full,"Mundus Vini Gold, Bruxela Srebrny, AWC Vienna Gold",False,False,,Tempranillo
Navarro López Don Aurelio Reserva El Coraje Valdepeñas DO,63.0,Spain,Castile-La Mancha,Valdepeñas DO,,2015.0,0.75,13.5,16,red,,dry,full,Mundus Vini Gold,False,False,,Tempranillo
Navarro López Don Aurelio Syrah La Lealtad Valdepeñas DO,39.0,Spain,Castile-La Mancha,Valdepeñas DO,,2021.0,0.75,13.5,16,red,,dry,average,,False,False,,Tempranillo
Navarro López Don Aurelio Tempranillo La Constancia Valdepeñas DO,39.0,Spain,Castile-La Mancha,Valdepeñas DO,,2021.0,0.75,13.5,16,red,,dry,average,,False,False,,Tempranillo
Negroamaro Feudo Badala,55.0,Italy,Puglia,Puglia IGT,San Rocco,2021.0,0.75,13.5,,red,,dry,average,,False,False,,Negroamaro
Negroamaro Luccarelli IGT Puglia,53.0,Italy,Puglia,Puglia IGT,Luccarelli - Terre di Sava,2021.0,0.75,13.5,16-18,red,,dry,average,,False,False,,Negroamaro
Nešpor & Rajský Chardonnay Morawy,99.0,Czech Republic,Moravia,,,2020.0,0.75,12.0,8-10,white,,dry,average,,False,True,,Chardonnay
Nešpor & Rajský Pét-Nat Tornado Morawy,115.0,Czech Republic,Moravia,,,2022.0,0.75,10.5,8-10,,sparkling,dry,light,,False,True,,Grüner Veltliner
Nešpor & Rajský Ryzlink Rýnský Morawy,106.0,Czech Republic,Moravia,,,2020.0,0.75,12.0,8-10,white,,dry,light,,False,True,,Riesling
Nešpor & Rajský Sauvignon Orange Morawy,136.0,Czech Republic,Moravia,,,2021.0,0.75,13.0,10-12,orange,,dry,average,,False,True,,Sauvignon Blanc
Nešpor & Rajský Sylvánské Zelené Morawy,83.0,Czech Republic,Moravia,,,2020.0,0.75,11.5,8-10,white,,dry,light,,False,True,,Sylvaner
Neumayer Grüner Veltliner Rafasetzen Traisental DAC,113.0,Austria,Traisental,Traisental DAC,,2021.0,0.75,12.5,16-18,white,,dry,average,,False,False,92.0,Grüner Veltliner
Neumayer Grüner Veltliner Schieflage Traisental DAC,96.0,Austria,Traisental,Traisental DAC,,2019.0,0.75,12.5,16-18,white,,dry,average,,False,False,90.0,Grüner Veltliner
Neumayer Grüner Veltliner Zwirch Reserve Erste Lage Traisental DAC,167.0,Austria,Traisental,Traisental DAC,,2017.0,0.75,14.0,16-18,white,,dry,full,,False,False,92.0,Grüner Veltliner
Neumayer Riesling Engelberg Traisental DAC,113.0,Austria,Traisental,Traisental DAC,,2019.0,0.75,12.5,16-18,white,,dry,average,,False,False,,Riesling
Neumayer Riesling Ried Rothenbart Reserve Erste Lage Traisental DAC,169.0,Austria,Traisental,Traisental DAC,,2018.0,0.75,13.0,16-18,white,,dry,full,,False,False,95.0,Riesling
Nietro Alquez de Sommos Calatayud DO,103.0,Spain,Aragon,,Alianza de Garapiteros,2019.0,0.75,,16-18,red,,dry,,,False,False,,Garnacha
Nietro Blanco Macabeo Calatayud DO,65.0,Spain,Aragon,,Alianza de Garapiteros,2019.0,0.75,13.5,10-12,white,,dry,,,False,False,,Macabeo
Nietro Tinto Garnacha Calatayud DO,65.0,Spain,Aragon,,Alianza de Garapiteros,2017.0,0.75,,16,red,,dry,,,False,False,,Garnacha
Nine Stones Chardonnay Barossa Valley,84.0,Australia,Barossa Valley,,Calabria Family Wines,2016.0,0.75,,12,white,,dry,,,False,False,,Chardonnay
Nine Stones Shiraz Barossa Valley,84.0,Australia,Barossa Valley,,Calabria Family Wines,2018.0,0.75,14.0,16-18,red,,dry,full,,False,False,90.0,Shiraz
Ochota Barrels A Forest Pinot Noir Adelaide Hills,249.0,Australia,Adelaide Hills,,,2021.0,,12.0,14,red,,dry,average,,True,True,,Pinot Noir
Ochota Barrels Fugazi Grenache Adelaide Hills,249.0,Australia,Adelaide Hills,,,2021.0,,13.0,15,red,,dry,average,,True,True,,Grenache
Ochota Barrels The Green Room Grenache Adelaide Hills,205.0,Australia,Adelaide Hills,,,2022.0,,11.5,10-12,red,,dry,light,,True,True,,Grenache
Ochota Barrels The Slint Chardonnay Adelaide Hills,249.0,Australia,Adelaide Hills,,,2021.0,,13.5,10-12,white,,dry,average,,True,True,,Chardonnay
Ochota Barrels Where's The Pope? Syrah Adelaide Hills,255.0,Australia,Adelaide Hills,,,2022.0,,11.5,14,red,,dry,average,,True,True,,Shiraz / Syrah
Olaszrizling Kolonics,79.0,Hungary,Somló,,Kolonics,2016.0,0.75,12.5,11,white,,dry,average,,False,False,,Olaszrizling
Old Coach Road Pinot Noir Nelson,76.0,New Zealand,Nelson,,Seifried,2021.0,0.75,,,red,,dry,average,,True,False,,Pinot Noir
Old Coach Road Riesling Nelson,73.0,New Zealand,Nelson,,Seifried,2022.0,0.75,,,white,,dry,,,True,False,,Riesling
Old Coach Road Sauvignon Blanc,73.0,New Zealand,,,Seifried Estate,2021.0,0.75,13.0,10-12,,,dry,average,,False,False,,Sauvignon Blanc
Orube Crianza,79.0,Spain,Rioja,Rioja DOC,Solar Viejo,2018.0,0.75,14.5,17,red,,dry,full,Decanter Bronze,False,False,,Tempranillo
Orvieto Classico DOC Ruffino,59.0,Italy,Umbria,Orvieto DOC,Ruffino,2020.0,0.75,12.5,10-12,white,,dry,light,,False,False,,Grechetto
Ottavio Rube Bianco Valli Unite,99.0,Italy,Piedmont,,Valli Unite,2023.0,0.75,,10,white,,dry,light,,True,True,,Cortese
Ottavio Rube Rosso Valli Unite,99.0,Italy,Piedmont,,Valli Unite,2022.0,0.75,,15,red,,dry,average,,True,True,,"Barbera, Merlot, Dolcetto"
Paco & Lola Albariño Rías Baixas DO,115.0,Spain,Galicia,Rias Baixas DO,,2021.0,0.75,13.0,10-12,white,,dry,average,,False,False,,Albarino
Paco & Lola Follas Novas Albariño Rías Baixas DO,79.0,Spain,Galicia,Rias Baixas DO,,2021.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Albarino
Paco & Lola LOLO Albariño Rías Baixas DO,89.0,Spain,Galicia,Rias Baixas DO,,2021.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Albarino
Paco & Lola Albariño Rías Baixas DO,89.0,Spain,Galicia,Rias Baixas DO,,2022.0,0.75,11.5,10-12,white,,dry,light,,False,False,,Albarino
Paco & Lola PACO Mencía Valdeorras DO,85.0,Spain,Galicia,Valdeorras DO,,2021.0,0.75,12.5,15,red,,dry,average,,False,False,,Mencia
Paco & Lola lola brut Cava DO NV,89.0,Spain,Catalonia,Cava DO,,,0.75,11.5,8,,sparkling,dry,average,,False,False,,"Macabeo, Xarel.lo, Parellada"
Paco & Lola PRIME Albariño Lías Rías Baixas DO,129.0,Spain,Galicia,Rias Baixas DO,,2019.0,0.75,13.0,10-12,white,,dry,full,Decanter Gold,False,False,92.0,Albarino
Paolo Scavino Barolo Bricco Ambrogio DOCG,409.0,Italy,Piedmont,Barolo DOCG,,2016.0,,,,red,,dry,,,False,False,,
Pascual Toso Alta Chardonnay Mendoza,209.0,Argentina,Mendoza,,,2021.0,0.75,13.5,16-18,white,,dry,average,,False,False,,Chardonnay
Pascual Toso Alta Reserva Cabernet Sauvignon Mendoza,209.0,Argentina,Mendoza,,,2020.0,0.75,14.0,16-18,red,,dry,full,Decanter Gold,False,False,93.0,Cabernet Sauvignon
Pascual Toso Alta Reserva Malbec Mendoza,209.0,Argentina,Mendoza,,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,False,93.0,Malbec
Pascual Toso Alta Reserva Syrah Mendoza,209.0,Argentina,Mendoza,,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,False,,Syrah
Pascual Toso Barrancas Toso Mendoza,85.0,Argentina,Mendoza,,,2021.0,0.75,14.5,16,red,,dry,full,,False,False,94.0,"Cabernet Sauvignon, Malbec"
Pascual Toso Chardonnay Estate Mendoza,69.0,Argentina,Mendoza,,,2022.0,0.75,14.0,10-12,white,,dry,average,Decanter Silver,False,False,,Chardonnay
Pascual Toso Finca Pedegral Mendoza,339.0,Argentina,Mendoza,,,2020.0,0.75,14.5,16,red,,dry,full,,False,False,94.0,"Cabernet Sauvignon, Malbec"
Pascual Toso Sauvignon Blanc Estate Mendoza,69.0,Argentina,Mendoza,,,2022.0,0.75,13.5,10-12,white,,dry,average,,False,False,,Sauvignon Blanc
Passione Reale Appasimiento Rosso Puglia IGT,79.0,Italy,Puglia,Puglia IGT,Torrevento,2021.0,0.75,,,red,,dry,average,,False,False,,"Nero di Troia, Primitivo"
Paul Mas Organic Blanc Pays d’Oc IGP,59.0,France,Languedoc (Languedoc),Pays d’Oc IGP,,2021.0,0.75,13.5,10-12,white,,dry,full,,False,True,,"Chardonnay, Grenache Blanc"
Paul Mas Organic Rouge Pays d’Oc IGP,59.0,France,Languedoc (Languedoc),Pays d’Oc IGP,,2020.0,0.75,13.5,16,red,,dry,full,,False,True,,"Alicante, Grenache, Syrah"
Península Apóstata Old Vine Tempranillo VdT Castilla,79.0,Spain,Castile (Castilla y Leon),Vino de la Tierra,,2019.0,0.75,15.0,16-18,red,,dry,full,,False,False,92.0,Tempranillo
Península Cadalso Sierra de Gredos VdT,62.0,Spain,Castile (Castilla y Leon),Vino de la Tierra,,2019.0,0.75,13.5,16,red,,dry,average,,False,False,,Garnacha
Península Skin Contact Albariño Uclés,105.0,Spain,Castile-La Mancha,,,2019.0,0.75,13.0,12-14,orange,,dry,average,,True,True,,Albarino
Península Vino Atlántico DO Txakoli de Bizkaia,112.0,Spain,Basque Country,Txakoli de Bizkaia DO,,2021.0,0.75,13.0,11,white,,dry,average,,False,False,,Hondarrabi Zerriatia
Península Vino de Montaña Sierra de Gredos VdT,55.0,Spain,Castile (Castilla y Leon),Vino de la Tierra,,2020.0,0.75,14.0,14,red,,dry,average,,False,False,,Garnacha
"Perelada Blanc Pescador, Empordà DO NV",45.0,Spain,Catalonia,Empordà DO,,,0.75,11.5,8,,sparkling,dry,light,,False,False,,"Macabeo, Xarel.lo, Parellada"
"Perelada Pescador Rosé, Empordà DO NV",45.0,Spain,Catalonia,Empordà DO,,,0.75,12.0,8,rose,sparkling,dry,light,,False,False,,"Garnacha, Merlot"
Péter Vida Bikavér Szekszárd,129.0,Hungary,Shakespeare,,,2017.0,0.75,13.0,16,red,,dry,full,,False,False,,"Cabernet Sauvignon, Cabernet Franc, Kadarka, Merlot, Kekfrankos"
Péter Vida Bonsai Old Vines Kadarka Szekszárd,145.0,Hungary,Shakespeare,,,2020.0,0.75,12.5,15,red,,dry,average,,False,False,94.0,Kadarka
Péter Vida Hidaspetre Kékfrankos Szekszárd,119.0,Hungary,Shakespeare,,,2020.0,0.75,13.0,16,red,,dry,average,,False,False,,Kekfrankos
Péter Vida La Vida Kadarka Szekszárd,207.0,Hungary,Shakespeare,,,2017.0,0.75,14.0,16-18,red,,dry,full,,False,False,,"Cabernet Sauvignon, Cabernet Franc, Merlot, Syrah"
Petit Salé Pays des Bouches du Rhône IGP Château de Roquefort,125.0,France,Provence,,Château de Roquefort,2020.0,0.75,,,white,,dry,light,,True,True,,"Vermentino, Clairette"
Piedemonte Hidden Stars G-T Navarra DO,65.0,Spain,Navarre,Navarra DO,,2019.0,0.75,14.0,16-18,red,,dry,average,Mundus Vini Gold,False,False,,"Garnacha, Tempranillo"
Piedemonte Chardonnay Navarra DO,59.0,Spain,Navarre,Navarra DO,,2021.0,0.75,13.5,10,white,,dry,average,,False,False,,Chardonnay
Piedemonte Crianza Cabernet Navarra DO,57.0,Spain,Navarre,Navarra DO,,2018.0,0.75,14.5,16-18,red,,dry,full,,False,False,,Cabernet Sauvignon
Piedemonte Crianza Merlot Navarra DO,59.0,Spain,Navarre,Navarra DO,,2019.0,0.75,14.5,15,red,,dry,average,,False,False,,Merlot
Piedemonte Crianza Tempranillo Navarra DO,59.0,Spain,Navarre,Navarra DO,,2018.0,0.75,14.0,16-18,red,,dry,full,,False,False,,Tempranillo
Piedemonte Gamma Tinto Navarra DO,45.0,Spain,Navarre,Navarra DO,,2021.0,0.75,14.0,16,red,,dry,average,"Mundus Vini Silver, Bruxela Srebrny",False,False,,"Cabernet Sauvignon, Tempranillo, Merlot"
Piedemonte Garnacha Viñas Viejas Navarra DO,75.0,Spain,Navarre,Navarra DO,,2018.0,0.75,14.0,16-18,red,,dry,full,,False,False,,Garnacha
Piedemonte La Garra Blanco Navarra DO,63.0,Spain,Navarre,Navarra DO,,2021.0,0.75,12.5,10,white,,dry,average,,False,False,,"Viura, Chardonnay"
Piedemonte La Garra Tinto Navarra DO,53.0,Spain,Navarre,Navarra DO,,2019.0,0.75,14.5,16-18,red,,dry,full,,False,False,,"Garnacha, Tempranillo"
Piedemonte Merlot Joven Navarra DO,42.0,Spain,Navarre,Navarra DO,,2020.0,0.75,14.5,15,red,,dry,average,,False,False,,Merlot
Piedemonte Moose Brothers Navarra DO,49.99,Spain,Navarre,Navarra DO,,2021.0,0.75,14.0,15,red,,dry,average,,False,False,,"Garnacha, Tempranillo"
Piedemonte Tempranillo Joven Navarra DO,45.0,Spain,Navarre,Navarra DO,,2021.0,0.75,14.0,15,red,,dry,average,,False,False,,Tempranillo
Pieluni Riserva Illuminati,259.0,Italy,Abruzzo,Montep.d Abruzzo Colline Terramane DOC,Illuminati,2015.0,0.75,15.0,18,red,,dry,full,Due Bicchieri Gambero Rosso,False,False,,Montepulciano
Pievalta Campo del Noce Marche IGT Rosso,95.0,Italy,March,Marche IGT,,2017.0,0.75,12.5,16,red,,dry,average,,False,True,,Montepulciano
Pievalta Dominè Verdicchio dei Castelli di Jesi DOC Classico Superiore,116.0,Italy,March,Verdicchio dei Castelli di Jesi DOC Classico Superiore,,2019.0,0.75,12.5,10-12,white,,dry,average,Tre Bicchieri Gambero Rosso,False,True,,Verdicchio
Pievalta Perlugo Dosaggio Zero,109.0,Italy,March,,,,0.75,12.5,8,,sparkling,dry,average,,False,True,,Verdicchio
Pievalta Perlugo Dosaggio Zero Magnum,229.0,Italy,March,,,,1.5,12.5,8,,sparkling,dry,average,,False,True,,Verdicchio
Pino Laurent Premium Auer,109.0,Austria,Weinland,Thermenregion,Auer,2020.0,0.75,13.0,17,red,,dry,full,,False,True,,Pinot Noir
Pinot Blanc Auer,59.0,Austria,Weinland,Thermenregion,Auer,2020.0,0.75,13.0,10,white,,dry,light,,False,True,,Pinot Blanc
Pinot Grigio Alois Lageder Alto Adige DOC,111.0,Italy,Trentino Alto Adige,Alto Adige Pinot Grigio DOC,Alois Lageder,2019.0,0.75,,,white,,dry,,,False,False,,Pinot Grigio
Pinot Grigio Marchese della Torre,42.0,Italy,Sicily,Sicilia IGT,San Rocco,2022.0,0.75,12.5,11,white,,dry,average,,False,False,,Pinot Gris
Pinot Grigio St.Valentin St. Michele Eppan,179.0,Italy,Trentino Alto Adige,Alto Adige Pinot Grigio DOC,St. Michael-Eppan,2019.0,0.75,14.5,12,white,,dry,full,,False,False,93.5,Pinot Gris
Pinot Gris Albert Mann Cuvee Albert,159.0,France,Alsace,Alsace AOC,Albert Mann,2017.0,0.75,,12,white,,dry,average,,False,True,,Pinot Gris
Pinot Nero IGT Venezia Giulia Bressan,285.0,Italy,Friuli,Venezia Gulia IGT,Bressan,2018.0,0.75,13.0,16-18,red,,dry,average,,False,True,,Pinot Noir
Pinot Nero St.Michael-Eppan,113.0,Italy,Trentino Alto Adige,Alto Adige Pinot Nero DOC,St. Michael-Eppan,2020.0,0.75,13.5,16,red,,dry,average,,False,False,,Pinot Noir
Pinot Noir Alois Lageder Alto Adige DOC,139.0,Italy,Trentino Alto Adige,Alto Adige Pinot Nero DOC,Alois Lageder,2020.0,0.75,13.5,16,red,,dry,average,,False,False,,Pinot Noir
Pinot Noir Apátsági Pannonhalmi,129.0,Hungary,Pannonhalma,,Apátsági Pannonhalmi,2019.0,0.75,14.5,17,red,,dry,average,,False,False,,Pinot Noir
Pinot Noir Bouchard Aine & Fils,63.0,France,Burgundy,Vin de France,Bouchard Aîné & Fils,2021.0,0.75,12.5,16,red,,dry,light,,False,False,,Pinot Noir
Pinot Noir Gran Reserva Pedriscal Falernia,109.0,Chile,Elqui Valley,,Falernia,2018.0,0.75,14.0,18,red,,dry,average,Decanter Bronze,False,False,,Pinot Noir
Pinot Noir Les Saintes Claires Albert Mann,449.0,France,Alsace,Alsace AOC,Albert Mann,2019.0,0.75,13.0,15,red,,dry,full,,False,True,,Pinot Noir
Pinot Noir Napa Valley Robert Mondavi,309.0,United States of America,California,,Robert Mondavi Winery,2018.0,0.75,15.5,18,red,,dry,average,,False,False,,Pinot Noir
Pinot Noir Reserve Auer,152.1,Austria,Weinland,Thermenregion,Auer,2018.0,0.75,13.5,,red,,dry,average,,False,True,95.0,Pinot Noir
Pinot Noir Selektion Auer,59.0,Austria,Weinland,Thermenregion,Auer,2017.0,0.75,13.0,16,red,,dry,light,,False,True,,Pinot Noir
Pinot Noir Winnica Srebrna Góra,73.0,Poland,Lesser Poland,,Winnica Srebrna Góra,2021.0,0.75,12.0,15,red,,dry,light,,False,False,,Pinot Noir
Pinot Noir Winnica Turnau,149.0,Poland,,,Winnica Turnau,2020.0,0.75,,16,red,,dry,average,,False,False,,Pinot Noir
Pinotage Cellar Selection Kleine Zalze,59.0,South Africa,Stellenbosch,,Kleine Zalze,2019.0,0.75,14.0,16,red,,dry,average,,False,False,,Pinotage
Pirosmani Kakhuri Red,39.0,Georgia,Kakheti,,Kakhuri,,0.75,11.5,16-18,red,,semi-dry,average,,False,False,,Saperavi
Pirosmani Kakhuri White,37.0,Georgia,Kakheti,,Kakhuri,,0.75,11.0,10-12,white,,semi-dry,average,,False,False,,"Mtswane, Kisi, Rkatsiteli"
Pisano Cisplatino Tannat Small Reserve,64.0,Uruguay,,,Bodegas Pisano,2020.0,,13.5,,red,,dry,,,False,False,,Tannat
Pisano Cisplatino Torrontes Small Reserve,64.0,Uruguay,,,Bodegas Pisano,2019.0,,,,white,,dry,,,False,False,,Torrontes
Pisano Petit Verdot RPF,119.0,Uruguay,,,Bodegas Pisano,2017.0,0.75,,,red,,dry,,,False,False,,Petit Verdot
Pisano Río De Los Pájaros Tannat – Syrah - Viognier,86.0,Uruguay,,,Bodegas Pisano,2019.0,0.75,,,red,,dry,,,False,False,,"Viognier, Syrah, Tannat"
Pisano Tannat RPF,105.0,Uruguay,,,Bodegas Pisano,2018.0,0.75,,18,red,,dry,average,,False,False,,Tannat
Piwnice Półtorak Solaris,129.0,Poland,Podkarpacie,,,2019.0,0.75,13.0,10-12,white,,dry,full,,False,False,,Solaris
Podere Ortica 3BBOLLE Frizzante Toscana IGT,109.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,12.0,11,,sparkling,dry,average,,True,True,,Trebbiano Toscano
Podere Ortica Ade Toscana IGT,98.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,13.0,13,orange,,dry,average,,True,True,,Trebbiano Toscano
Podere Ortica Agadé Toscana IGT,99.0,Italy,Tuscany,Toscana IGT,,2019.0,0.75,12.5,14,rose,,dry,average,,True,True,,Sangiovese
Podere Ortica Ago Toscana IGT,99.0,Italy,Tuscany,Toscana IGT,,2019.0,0.75,13.5,14,red,,dry,average,,True,True,,"Trebbiano Toscano, Colorino, Sangiovese, Canaiolo"
Podere Ortica Ati Chianti DOCG,97.0,Italy,Tuscany,Chianti DOCG,,2020.0,0.75,13.5,16,red,,dry,average,,True,True,,"Canaiolo, Sangiovese, Colorino"
Poggio Al Tesoro Mediterra Toscana IGT,123.0,Italy,Tuscany,Toscana IGT,Allegrini/Poggio al Tesoro,2020.0,0.75,,,red,,dry,,,False,False,,"Merlot, Cabernet Sauvignon, Syrah"
Poggio Al Tesoro Solosole Vermentino Bolgheri DOC,151.0,Italy,Tuscany,Bolgheri DOC,Allegrini/Poggio al Tesoro,2020.0,0.75,,,white,,dry,,"Due Bicchieri Gambero Rosso, Mundus Vini Gold",False,False,92.0,Vermentino
Poggio Al Tesoro Sondraia Bolgheri Superiore DOC,369.0,Italy,Tuscany,Bolgheri DOC,Allegrini/Poggio al Tesoro,2017.0,0.75,15.0,,red,,dry,,,False,False,92.0,"Merlot, Cabernet Sauvignon, Cabernet Franc"
Pol Cochet Latitude 48.01 Brut Nature Champagne AC,306.0,France,Champagne,Champagne AOC,Pol Cochet,,0.75,12.0,8-10,,champagne,dry,light,Decanter Bronze,False,False,,
Poliziano Ambrae Toscana Bianco IGT,109.0,Italy,Tuscany,Toscana IGT,Poliziano,2021.0,0.75,13.5,8-10,white,,dry,,,False,False,,"Chardonnay, Sauvignon Blanc"
Portal del Priorat Gotes del Priorat DOQ,133.0,Spain,Catalonia,Priorat DOQ,Portal del Priorat,2020.0,0.75,,18,red,,dry,,,False,True,91.0,"Garnacha, Carignan, Cabernet"
Portal del Priorat Negre de Negres Priorat DOQ,199.0,Spain,Catalonia,Priorat DOQ,Portal del Priorat,2017.0,0.75,,18,red,,dry,,,False,True,,"Garnacha Tinto, Carignan, Cabernet Sauvignon, Syrah"
Porto 10 Anos Tawny Burmester,129.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,full,,False,False,91.0,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto 10 Anos Tawny Kopke w skrzynce,179.0,Portugal,Douro,Porto DOC,,,0.75,20.0,14,,port,semi-sweet,full,"Decanter Gold, Mundus Vini Gold",False,False,91.0,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto 10 Anos White Kopke,119.0,Portugal,Douro,Porto DOC,Kopke,,0.75,20.0,10-12,,port,dry,average,,False,False,,"Viosinho, Ribagato, Arinto, Guveio"
Porto 20 Anos Tawny Burmester,319.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,full,IWC Gold,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto 20 Anos Tawny Kopke w skrzynce,297.0,Portugal,Douro,Porto DOC,,,0.75,20.0,14,,port,semi-sweet,full,,False,False,94.0,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto 30 Anos Tawny Burmester,459.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,full,IWC Gold,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Burmester Colheita,219.0,Portugal,Douro,Porto DOC,Burmester,2004.0,0.75,20.0,14,,port,semi-sweet,full,"IWC Silver, Decanter Silver",False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Burmester Colheita,185.0,Portugal,Douro,Porto DOC,Burmester,2008.0,0.75,20.0,14,,port,semi-sweet,full,,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Burmester Colheita w tubie,219.0,Portugal,Douro,Porto DOC,Burmester,2009.0,0.75,20.0,14,,port,semi-sweet,full,,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Dry White,65.0,Portugal,Douro,Porto DOC,Niepoort,,0.75,19.0,10-12,,port,dry,full,,False,False,,"Codega, Guveio, Arinto, Viosinho, Ribagato"
Porto Kopke Colheita,629.0,Portugal,Douro,Porto DOC,Niepoort,1979.0,0.75,20.0,15,,port,semi-sweet,full,,False,False,,"Tinta Amarela, Touriga Nacional, Touriga Francesa"
Porto LBV Burmester,107.0,Portugal,Douro,Porto DOC,Burmester,2016.0,0.75,20.0,,,port,semi-sweet,full,,False,False,91.0,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Niepoort Ruby NV,65.0,Portugal,Douro,Porto DOC,Niepoort,,0.75,19.0,15,,port,semi-sweet,average,,False,False,,"Tinta Barroca, Touriga Francesa, Touriga Nacional, Tinta Roriz"
Porto Reserva Tawny Kopke,99.0,Portugal,Douro,Porto DOC,,,0.75,19.5,15,,port,semi-sweet,,,False,False,,"Tinta Amarela, Touriga Nacional, Touriga Francesa"
Porto Ruby Burmester,59.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,average,,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Sotto Voce Ruby Reserve Burmester,89.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,full,,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Porto Tawny Burmester,59.0,Portugal,Douro,Porto DOC,Burmester,,0.75,20.0,,,port,semi-sweet,full,,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
